Injection	1	p	450	1.2	2556	2.5	11	11	-2	0	0	170	10	10	3.5	0	-44.54	-918.9	11	11	0	2	170	0	10	10	0	-3.5	-2270	-68.15	62.27	60.295	15.0	15.0
	2	p	450	1.2	2556	2.5	11	11	2	0	0	-170	10	10	-3.5	0	-35.46	918.9	11	11	0	-2	-170	0	10	10	0	3.5	2270	-11.85	62.27	60.295	15.0	15.0
Ramp Squeeze (11.0 m)	1	p	1693	1.2	2556	2.5	11	11	-1.56	0	0	164	10	10	3.5	0	-41.21	-110.4	11	11	0	1.56	164	0	10	10	0	-3.5	-752.3	-47.48	62.27	60.295	15.0	15.0
	2	p	1693	1.2	2556	2.5	11	11	1.56	0	0	-164	10	10	-3.5	0	-38.79	110.4	11	11	0	-1.56	-164	0	10	10	0	3.5	752.3	-32.52	62.27	60.295	15.0	15.0
Ramp Squeeze (9.7 m)	1	p	2197	1.2	2556	2.5	9.7	9.7	-1.46	0	0	162.5	10	10	3.28	0	-36.81	-41.82	9.7	9.7	0	1.46	162.5	0	9.7	9.7	0	-3.24	-630	-41.65	62.27	60.295	15.0	15.0
	2	p	2197	1.2	2556	2.5	9.7	9.7	1.46	0	0	-162.5	10	10	-3.28	0	-34.95	41.82	9.7	9.7	0	-1.46	-162.5	0	9.7	9.7	0	3.24	630	-30.12	62.27	60.295	15.0	15.0
Ramp Squeeze (9.2 m)	1	p	2423	1.2	2556	2.5	9.2	9.2	-1.41	0	0	161.9	10	10	3.19	0	-34.88	-20.05	9.2	9.2	0	1.41	161.9	0	9.2	9.2	0	-3.13	-592.4	-39.26	62.27	60.295	15.0	15.0
	2	p	2423	1.2	2556	2.5	9.2	9.2	1.41	0	0	-161.9	10	10	-3.19	0	-33.19	20.05	9.2	9.2	0	-1.41	-161.9	0	9.2	9.2	0	3.13	592.4	-28.81	62.27	60.295	15.0	15.0
Ramp Squeeze (8.5 m)	1	p	2684	1.2	2556	2.5	8.5	8.5	-1.36	0	0	161.1	10	10	3.08	0	-32.67	0.730	8.5	8.5	0	1.36	161.1	0	8.5	8.5	0	-2.99	-557.5	-36.63	62.27	60.295	15.0	15.0
	2	p	2684	1.2	2556	2.5	8.5	8.5	1.36	0	0	-161.1	10	10	-3.08	0	-31.14	-0.730	8.5	8.5	0	-1.36	-161.1	0	8.5	8.5	0	2.99	557.5	-27.19	62.27	60.295	15.0	15.0
Ramp Squeeze (7.4 m)	1	p	3025	1.2	2556	2.5	7.4	7.4	-1.29	0	0	160.2	10	10	2.93	0	-29.79	22.77	7.4	7.4	0	1.29	160.2	0	7.4	7.4	0	-2.82	-521.7	-33.3	62.27	60.295	15.0	15.0
	2	p	3025	1.2	2556	2.5	7.4	7.4	1.29	0	0	-160.2	10	10	-2.93	0	-28.44	-22.77	7.4	7.4	0	-1.29	-160.2	0	7.4	7.4	0	2.82	521.7	-24.92	62.27	60.295	15.0	15.0
Ramp Squeeze (6.3 m)	1	p	3454	1.2	2556	2.5	6.3	6.3	-1.2	0	0	158.9	10	10	2.74	0	-26.2	44.72	6.3	6.3	0	1.2	158.9	0	6.3	6.3	0	-2.6	-487.8	-29.28	62.27	60.295	15.0	15.0
	2	p	3454	1.2	2556	2.5	6.3	6.3	1.2	0	0	-158.9	10	10	-2.74	0	-25.02	-44.72	6.3	6.3	0	-1.2	-158.9	0	6.3	6.3	0	2.6	487.8	-21.94	62.27	60.295	15.0	15.0
Ramp Squeeze (5.3 m)	1	p	4027	1.2	2556	2.5	5.3	5.3	-1.08	0	0	157.3	10	10	2.5	0	-21.43	67.36	5.3	5.3	0	1.08	157.3	0	5.3	5.3	0	-2.31	-455.4	-24.07	62.27	60.295	15.0	15.0
	2	p	4027	1.2	2556	2.5	5.3	5.3	1.08	0	0	-157.3	10	10	-2.5	0	-20.42	-67.36	5.3	5.3	0	-1.08	-157.3	0	5.3	5.3	0	2.31	455.4	-17.78	62.27	60.295	15.0	15.0
Ramp Squeeze (4.4 m)	1	p	4456	1.2	2556	2.5	4.4	4.4	-0.990	0	0	156.1	10	10	2.31	0	-17.88	80.91	4.4	4.4	0	0.990	156.1	0	4.4	4.4	0	-2.09	-437.7	-20.26	62.27	60.295	15.0	15.0
	2	p	4456	1.2	2556	2.5	4.4	4.4	0.990	0	0	-156.1	10	10	-2.31	0	-16.96	-80.91	4.4	4.4	0	-0.990	-156.1	0	4.4	4.4	0	2.09	437.7	-14.58	62.27	60.295	15.0	15.0
Ramp Squeeze (3.6 m)	1	p	4687	1.2	2556	2.5	3.6	3.6	-0.940	0	0	155.4	10	10	2.22	0	-15.96	87.32	3.6	3.6	0	0.940	155.4	0	3.6	3.6	0	-1.97	-429.9	-18.23	62.27	60.295	15.0	15.0
	2	p	4687	1.2	2556	2.5	3.6	3.6	0.940	0	0	-155.4	10	10	-2.22	0	-15.09	-87.32	3.6	3.6	0	-0.940	-155.4	0	3.6	3.6	0	1.97	429.9	-12.82	62.27	60.295	15.0	15.0
Ramp Squeeze (3.1 m)	1	p	4971	1.2	2556	2.5	3.1	3.1	-0.880	0	0	154.6	10	10	2.09	0	-13.62	94.51	3.1	3.1	0	0.880	154.6	0	3.1	3.1	0	-1.83	-421.6	-15.76	62.27	60.295	15.0	15.0
	2	p	4971	1.2	2556	2.5	3.1	3.1	0.880	0	0	-154.6	10	10	-2.09	0	-12.8	-94.51	3.1	3.1	0	-0.880	-154.6	0	3.1	3.1	0	1.83	421.6	-10.66	62.27	60.295	15.0	15.0
Ramp Squeeze (2.3 m)	1	p	5203	1.2	2556	2.5	2.3	2.3	-0.840	0	0	153.9	10	10	1.99	0	-11.71	99.9	2.3	2.3	0	0.840	153.9	0	3	3	0	-1.71	-415.8	-13.75	62.27	60.295	15.0	15.0
	2	p	5203	1.2	2556	2.5	2.3	2.3	0.840	0	0	-153.9	10	10	-1.99	0	-10.92	-99.9	2.3	2.3	0	-0.840	-153.9	0	3	3	0	1.71	415.8	-8.88	62.27	60.295	15.0	15.0
Ramp Squeeze (1.8 m)	1	p	5382	1.2	2556	2.5	1.8	1.8	-0.800	0	0	153.4	10	10	1.92	0	-10.23	103.8	1.8	1.8	0	0.800	153.4	0	3	3	0	-1.62	-411.8	-12.2	62.27	60.295	15.0	15.0
	2	p	5382	1.2	2556	2.5	1.8	1.8	0.800	0	0	-153.4	10	10	-1.92	0	-9.47	-103.8	1.8	1.8	0	-0.800	-153.4	0	3	3	0	1.62	411.8	-7.49	62.27	60.295	15.0	15.0
Ramp Squeeze (1.35 m)	1	p	5643	1.2	2556	2.5	1.35	1.35	-0.750	0	0	152.7	10	10	1.81	0	-8.08	109.1	1.35	1.35	0	0.750	152.7	0	3	3	0	-1.48	-406.7	-9.96	62.27	60.295	15.0	15.0
	2	p	5643	1.2	2556	2.5	1.35	1.35	0.750	0	0	-152.7	10	10	-1.81	0	-7.35	-109.1	1.35	1.35	0	-0.750	-152.7	0	3	3	0	1.48	406.7	-5.47	62.27	60.295	15.0	15.0
Ramp Squeeze (1.0 m)	1	p	6071	1.2	2556	2.5	1	1	-0.660	0	0	151.5	10	10	1.62	0	-4.55	117.1	1	1	0	0.660	151.5	0	3	3	0	-1.26	-399.8	-6.3	62.27	60.295	15.0	15.0
	2	p	6071	1.2	2556	2.5	1	1	0.660	0	0	-151.5	10	10	-1.62	0	-3.88	-117.1	1	1	0	-0.660	-151.5	0	3	3	0	1.26	399.8	-2.13	62.27	60.295	15.0	15.0
Ramp Squeeze (1.0 m)	1	p	6500	1.2	2556	2.5	1	1	-0.550	0	0	150	10	10	1.4	0	-0.310	124.6	1	1	0	0.550	150	0	3	3	0	-1	-395.4	-1.95	62.27	60.295	15.0	15.0
	2	p	6500	1.2	2556	2.5	1	1	0.550	0	0	-150	10	10	-1.4	0	0.310	-124.6	1	1	0	-0.550	-150	0	3	3	0	1	395.4	1.95	62.27	60.295	15.0	15.0
Squeeze (1.0 m)	1	p	6500	1.2	2556	2.5	1	1	-0.550	0	0	150	10	10	1.4	0	-0.310	124.6	1	1	0	0.550	150	0	3	3	0	-1	-395.4	-1.95	62.31	60.32	15.0	15.0
	2	p	6500	1.2	2556	2.5	1	1	0.550	0	0	-150	10	10	-1.4	0	0.310	-124.6	1	1	0	-0.550	-150	0	3	3	0	1	395.4	1.95	62.31	60.32	15.0	15.0
Squeeze (80 cm)	1	p	6500	1.2	2556	2.5	0.800	0.800	-0.550	0	0	150	10	10	1.4	0	-0.310	124.6	0.800	0.800	0	0.550	150	0	3	3	0	-1	-395.4	-1.95	62.31	60.32	15.0	15.0
	2	p	6500	1.2	2556	2.5	0.800	0.800	0.550	0	0	-150	10	10	-1.4	0	0.310	-124.6	0.800	0.800	0	-0.550	-150	0	3	3	0	1	395.4	1.95	62.31	60.32	15.0	15.0
Squeeze (65 cm)	1	p	6500	1.2	2556	2.5	0.650	0.650	-0.550	0	0	150	10	10	1.4	0	-0.310	124.6	0.650	0.650	0	0.550	150	0	3	3	0	-1	-395.4	-1.95	62.31	60.32	15.0	15.0
	2	p	6500	1.2	2556	2.5	0.650	0.650	0.550	0	0	-150	10	10	-1.4	0	0.310	-124.6	0.650	0.650	0	-0.550	-150	0	3	3	0	1	395.4	1.95	62.31	60.32	15.0	15.0
Squeeze (54 cm)	1	p	6500	1.2	2556	2.5	0.540	0.540	-0.550	0	0	150	10	10	1.4	0	-0.310	124.6	0.540	0.540	0	0.550	150	0	3	3	0	-1	-395.4	-1.95	62.31	60.32	15.0	15.0
	2	p	6500	1.2	2556	2.5	0.540	0.540	0.550	0	0	-150	10	10	-1.4	0	0.310	-124.6	0.540	0.540	0	-0.550	-150	0	3	3	0	1	395.4	1.95	62.31	60.32	15.0	15.0
Squeeze (46 cm)	1	p	6500	1.2	2556	2.5	0.460	0.460	-0.550	0	0	150	10	10	1.4	0	-0.310	124.6	0.460	0.460	0	0.550	150	0	3	3	0	-1	-395.4	-1.95	62.31	60.32	15.0	15.0
	2	p	6500	1.2	2556	2.5	0.460	0.460	0.550	0	0	-150	10	10	-1.4	0	0.310	-124.6	0.460	0.460	0	-0.550	-150	0	3	3	0	1	395.4	1.95	62.31	60.32	15.0	15.0
Squeeze (40 cm)	1	p	6500	1.2	2556	2.5	0.400	0.400	-0.550	0	0	150	10	10	1.4	0	-0.310	124.6	0.400	0.400	0	0.550	150	0	3	3	0	-1	-395.4	-1.95	62.31	60.32	15.0	15.0
	2	p	6500	1.2	2556	2.5	0.400	0.400	0.550	0	0	-150	10	10	-1.4	0	0.310	-124.6	0.400	0.400	0	-0.550	-150	0	3	3	0	1	395.4	1.95	62.31	60.32	15.0	15.0
Squeeze (40 cm, ctpps1)	1	p	6500	1.2	2556	2.5	0.400	0.400	-0.550	0	0	150	10	10	1.4	0	-0.310	124.6	0.400	0.400	0	0.550	150	0	3	3	0	-1	-395.4	-1.95	62.31	60.32	14.0	15.0
	2	p	6500	1.2	2556	2.5	0.400	0.400	0.550	0	0	-150	10	10	-1.4	0	0.310	-124.6	0.400	0.400	0	-0.550	-150	0	3	3	0	1	395.4	1.95	62.31	60.32	15.0	15.0
Squeeze (40 cm, ctpps2)	1	p	6500	1.2	2556	2.5	0.400	0.400	-0.550	0	0	150	10	10	1.4	0	-0.310	124.6	0.400	0.400	0	0.550	150	0	3	3	0	-1	-395.4	-1.95	62.31	60.32	14.0	15.0
	2	p	6500	1.2	2556	2.5	0.400	0.400	0.550	0	0	-150	10	10	-1.4	0	0.310	-124.6	0.400	0.400	0	-0.550	-150	0	3	3	0	1	395.4	1.95	62.31	60.32	15.0	15.0
Collision (40 cm)	1	p	6500	1.2	2556	2.5	0.400	0.400	0	0	0	150	10	10	0	-2	-0.310	124.6	0.400	0.400	0	-1.5	150	0	3	3	0	0	-395.4	-1.95	62.31	60.32	14.0	14.0
	2	p	6500	1.2	2556	2.5	0.400	0.400	0	0	0	-150	10	10	0	-2	0.310	-124.6	0.400	0.400	0	-1.5	-150	0	3	3	0	0	395.4	1.95	62.31	60.32	15.0	15.0
Squeeze (37 cm, ctpps2)	1	p	6500	1.2	2556	2.5	0.370	0.370	-0.550	0	0	150	10	10	1.4	0	-0.310	124.6	0.370	0.370	0	0.550	150	0	3	3	0	-1	-395.4	-1.95	62.31	60.32	14.0	14.0
	2	p	6500	1.2	2556	2.5	0.370	0.370	0.550	0	0	-150	10	10	-1.4	0	0.310	-124.6	0.370	0.370	0	-0.550	-150	0	3	3	0	1	395.4	1.95	62.31	60.32	15.0	15.0
Squeeze (33 cm, ctpps2)	1	p	6500	1.2	2556	2.5	0.330	0.330	-0.550	0	0	150	10	10	1.4	0	-0.310	124.6	0.330	0.330	0	0.550	150	0	3	3	0	-1	-395.4	-1.95	62.31	60.32	14.0	14.0
	2	p	6500	1.2	2556	2.5	0.330	0.330	0.550	0	0	-150	10	10	-1.4	0	0.310	-124.6	0.330	0.330	0	-0.550	-150	0	3	3	0	1	395.4	1.95	62.31	60.32	14.0	15.0
Squeeze (30 cm, ctpps2)	1	p	6500	1.2	2556	2.5	0.300	0.300	-0.550	0	0	150	10	10	1.4	0	-0.310	124.6	0.300	0.300	0	0.550	150	0	3	3	0	-1	-395.4	-1.95	62.31	60.32	14.0	15.0
	2	p	6500	1.2	2556	2.5	0.300	0.300	0.550	0	0	-150	10	10	-1.4	0	0.310	-124.6	0.300	0.300	0	-0.550	-150	0	3	3	0	1	395.4	1.95	62.31	60.32	14.0	15.0
Squeeze (30 cm, ctpps2)	1	p	6500	1.2	2556	2.5	0.300	0.300	0	0	0	150	10	10	0	0	-0.310	124.6	0.300	0.300	0	0	150	0	3	3	0	0	-395.4	-1.95	62.31	60.32	15.0	15.0
	2	p	6500	1.2	2556	2.5	0.300	0.300	0	0	0	-150	10	10	0	0	0.310	-124.6	0.300	0.300	0	0	-150	0	3	3	0	0	395.4	1.95	62.31	60.32	14.0	15.0
